-- TIMES

INSERT INTO Times (Nome, Cidade, Estado, AnoFundacao, Estadio, CapacidadeEstadio, CorUniformePrimaria, CorUniformeSecundaria, Status)
VALUES
('Tigre FC', 'Fortaleza', 'CE', 1950, 'Estádio Tigre FC', 52000, 'Laranja', 'Preto', 1),
('Águia Azul', 'Belém', 'PA', 1951, 'Estádio Águia Azul', 52500, 'Azul', 'Branco', 1),
('Leões do Norte', 'Manaus', 'AM', 1952, 'Estádio Leões do Norte', 53000, 'Vermelho', 'Azul', 1),
('Furacão do Sul', 'Curitiba', 'PR', 1953, 'Estádio Furacão do Sul', 53500, 'Verde', 'Amarelo', 1),
('Dragões da Serra', 'Caxias', 'RS', 1954, 'Estádio Dragões da Serra', 54000, 'Roxo', 'Verde', 1),
('Cavaleiros de Aço', 'Campinas', 'SP', 1955, 'Estádio Cavaleiros de Aço', 54500, 'Cinza', 'Preto', 1),
('Estrelas do Oeste', 'Goiânia', 'GO', 1956, 'Estádio Estrelas do Oeste', 55000, 'Dourado', 'Branco', 1),
('Império Central', 'Brasília', 'DF', 1957, 'Estádio Império Central', 55500, 'Branco', 'Cinza', 1),
('Tempestade FC', 'Salvador', 'BA', 1958, 'Estádio Tempestade FC', 56000, 'Preto', 'Vermelho', 1),
('Raios da Montanha', 'Petrópolis', 'RJ', 1959, 'Estádio Raios da Montanha', 56500, 'Azul Marinho', 'Amarelo', 1),
('Marujos do Norte', 'Macapá', 'AP', 1960, 'Estádio Marujos do Norte', 57000, 'Amarelo', 'Preto', 1),
('Falcões do Vale', 'São José', 'SC', 1961, 'Estádio Falcões do Vale', 57500, 'Verde Escuro', 'Branco', 1),
('Corujas do Sul', 'Porto Alegre', 'RS', 1962, 'Estádio Corujas do Sul', 58000, 'Rosa', 'Azul', 1),
('Panteras Negras', 'Vitória', 'ES', 1963, 'Estádio Panteras Negras', 58500, 'Bordô', 'Cinza', 1),
('Lobos da Fronteira', 'Foz do Iguaçu', 'PR', 1964, 'Estádio Lobos da Fronteira', 59000, 'Azul Claro', 'Verde', 1),
('Guardiões da Areia', 'Natal', 'RN', 1965, 'Estádio Guardiões da Areia', 59500, 'Cinza Escuro', 'Preto', 1),
('Vento Leste FC', 'Aracaju', 'SE', 1966, 'Estádio Vento Leste FC', 60000, 'Lilás', 'Branco', 1),
('Titãs do Cerrado', 'Palmas', 'TO', 1967, 'Estádio Titãs do Cerrado', 60500, 'Marrom', 'Dourado', 1),
('Ciclones de Ouro', 'Uberlândia', 'MG', 1968, 'Estádio Ciclones de Ouro', 61000, 'Púrpura', 'Cinza', 1),
('Renegados FC', 'Bauru', 'SP', 1969, 'Estádio Renegados FC', 61500, 'Ciano', 'Verde', 1);

-- JOGADORES

SET IDENTITY_INSERT Jogadors ON;

INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (1, 'Luiz Otávio Mendes', '19940106', 'Coral Sea Islands', 3, 52, 1.69, 74, 0, 1);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (487, 'Rebeca da Rosa', '19920731', 'Zâmbia', 3, 8, 1.84, 94, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (488, 'Sr. João Vitor Vieira', '20040510', 'União Europeia', 0, 30, 1.89, 68, 1, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (489, 'Sra. Marcela Farias', '19960714', 'Angola', 3, 24, 1.66, 65, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (490, 'Antônio Mendes', '20051113', 'México', 3, 7, 1.74, 73, 2, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (491, 'Srta. Stephany Pires', '20060802', 'Paracel Islands', 3, 88, 1.91, 94, 1, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (492, 'Breno Barbosa', '19960710', 'Uruguai', 2, 18, 1.75, 83, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (493, 'Dr. Ryan Silveira', '19890902', 'Seicheles', 0, 93, 1.99, 91, 1, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (494, 'Carolina Duarte', '19971025', 'Salvador', 0, 11, 1.91, 68, 2, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (495, 'Emanuel Teixeira', '19990913', 'Omã', 1, 16, 1.9, 89, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (496, 'Dra. Rafaela Carvalho', '20040405', 'Irlanda', 0, 32, 1.9, 60, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (497, 'Dr. Noah Caldeira', '19940220', 'Portugal', 4, 20, 1.87, 94, 2, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (498, 'Thales Vieira', '20010926', 'Dhekelia', 3, 76, 1.84, 78, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (499, 'Sabrina Costa', '19970519', 'Canadá', 3, 15, 1.85, 64, 1, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (500, 'Eduarda Freitas', '20051125', 'Granada', 3, 74, 1.8, 100, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (501, 'Caroline Almeida', '20050512', 'Barein', 4, 45, 1.98, 63, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (502, 'Alice Pinto', '19961029', 'Camboja', 2, 24, 1.88, 60, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (503, 'Diego Novaes', '20050610', 'Nauru', 2, 52, 1.73, 92, 1, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (504, 'Enzo Gabriel Almeida', '20060704', 'Turquemenistão', 2, 96, 1.85, 71, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (505, 'João Miguel Alves', '19890719', 'Singapura', 2, 68, 1.81, 89, 1, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (506, 'Sr. Theo Farias', '20041228', 'Ilha do Natal', 2, 39, 1.99, 72, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (507, 'Pedro Miguel Monteiro', '20050724', 'Clipperton Island', 4, 56, 1.92, 68, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (508, 'Daniela Pereira', '19950324', 'República Checa', 1, 54, 1.86, 60, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (509, 'Pedro Lucas Cardoso', '20010913', 'Antártica', 2, 63, 1.98, 80, 2, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (510, 'Pedro Henrique Gomes', '19980430', 'Guiné Equatorial', 3, 48, 1.93, 80, 2, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (511, 'Luana Costa', '19930128', 'Bolívia', 2, 89, 1.77, 82, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (512, 'Leandro Mendes', '20011030', 'Gana', 0, 60, 1.95, 83, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (513, 'João Miguel Cardoso', '19921222', 'Polônia', 3, 54, 1.96, 76, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (514, 'Enrico Monteiro', '20031106', 'Domínica', 1, 55, 1.66, 86, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (515, 'Carolina Teixeira', '19990702', 'Akrotiri', 1, 42, 1.94, 71, 1, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (516, 'Mariane Fernandes', '19940211', 'União Europeia', 3, 85, 1.8, 95, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (517, 'Dra. Emanuelly Barbosa', '19891220', 'Liechtenstein', 2, 49, 1.97, 72, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (518, 'Maria Vitória Farias', '19980420', 'Canadá', 4, 55, 1.95, 65, 0, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (519, 'Sra. Luna Costa', '20030213', 'Afeganistão', 3, 43, 1.82, 65, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (520, 'Gabrielly Moraes', '19980807', 'Cazaquistão', 4, 94, 1.69, 64, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (521, 'Benjamin Martins', '19950916', 'Domínica', 1, 81, 1.66, 69, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (522, 'Alana Cunha', '19940712', 'Domínica', 2, 92, 1.97, 78, 1, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (523, 'Sra. Vitória Vieira', '19890508', 'Congo-Brazzaville', 0, 57, 1.79, 96, 0, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (524, 'Bryan da Mata', '19890707', 'Tajiquistão', 1, 76, 1.97, 83, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (525, 'Ryan Moraes', '20030206', 'Afeganistão', 2, 78, 1.81, 95, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (526, 'Dr. Paulo Barros', '20040831', 'Guiné', 0, 82, 1.68, 62, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (527, 'João Vitor da Costa', '20000625', 'Comores', 1, 73, 1.96, 68, 1, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (528, 'Luiz Gustavo Novaes', '20050816', 'Irlanda', 1, 89, 1.98, 76, 0, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (529, 'Ana Luiza Nascimento', '19970601', 'Etiópia', 3, 12, 1.78, 79, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (530, 'Maria Cecília Azevedo', '19900715', 'Barbados', 1, 46, 1.86, 73, 1, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (531, 'Rebeca Peixoto', '20011014', 'Niue', 3, 16, 1.78, 66, 1, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (532, 'João Felipe Rodrigues', '19960916', 'Barbados', 4, 47, 1.69, 71, 1, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (533, 'Srta. Emilly Souza', '19921024', 'Costa do Marfim', 4, 3, 1.95, 93, 0, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (534, 'Enzo Gabriel Peixoto', '20031103', 'Botsuana', 0, 42, 1.71, 62, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (535, 'João Miguel Ramos', '19900906', 'Somália', 1, 91, 1.81, 65, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (536, 'Maria Luiza da Conceição', '20030824', 'Canadá', 4, 5, 1.74, 85, 0, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (537, 'Carlos Eduardo Araújo', '20050719', 'Benim', 3, 86, 1.86, 96, 0, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (538, 'Giovanna da Cruz', '19981214', 'Santa Lúcia', 0, 84, 1.95, 73, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (539, 'Beatriz Dias', '19990420', 'Samoa Americana', 3, 51, 1.93, 63, 2, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (540, 'Srta. Ana Laura Moraes', '20021210', 'Irlanda', 1, 29, 1.81, 83, 1, 18);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (541, 'Maria Eduarda Mendes', '20051025', 'Geórgia do Sul e Sandwich do Sul', 0, 12, 1.93, 92, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (542, 'Bruna Azevedo', '20050602', 'Filipinas', 3, 8, 1.82, 80, 1, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (543, 'Kevin da Costa', '20050601', 'Chipre', 2, 6, 1.92, 91, 0, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (544, 'Benjamin Duarte', '19940317', 'Argélia', 1, 34, 1.91, 84, 1, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (545, 'Eduarda Melo', '19890502', 'Svalbard e Jan Mayen', 0, 44, 1.93, 93, 0, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (546, 'Lucas Correia', '19920328', 'Tonga', 0, 71, 1.94, 85, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (547, 'Benjamin Pires', '19960904', 'Nepal', 3, 11, 1.98, 64, 1, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (548, 'Sophia Ribeiro', '20061229', 'Gana', 0, 40, 1.86, 63, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (549, 'Maria Moura', '19961030', 'Faroé', 4, 62, 1.75, 84, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (550, 'Dr. Fernando Barros', '20020617', 'Catar', 1, 51, 1.84, 74, 1, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (551, 'Stella Ferreira', '20040719', 'Nigéria', 3, 38, 1.76, 83, 0, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (552, 'Elisa Gonçalves', '19910627', 'Barbados', 0, 83, 1.74, 83, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (553, 'Heitor Cunha', '19981024', 'Ilha Norfolk', 4, 20, 1.98, 69, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (554, 'Rebeca Jesus', '20030124', 'Serra Leoa', 2, 75, 1.87, 100, 0, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (555, 'Yuri Castro', '20041201', 'Croácia', 0, 63, 1.75, 77, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (556, 'Esther Gomes', '19961121', 'Suriname', 3, 78, 1.97, 91, 1, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (557, 'Isadora Alves', '20000927', 'Pitcairn', 2, 73, 1.68, 83, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (558, 'Sra. Alícia da Costa', '19970522', 'Niue', 0, 58, 1.75, 84, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (559, 'Olivia Oliveira', '19901120', 'Equador', 1, 5, 1.91, 60, 0, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (560, 'Eduardo Gonçalves', '20040915', 'Senegal', 1, 65, 1.91, 77, 1, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (561, 'Natália Barbosa', '20000312', 'República Dominicana', 0, 83, 1.65, 70, 1, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (562, 'Murilo Campos', '20030811', 'Burquina Faso', 3, 14, 1.88, 73, 1, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (563, 'Dra. Marina da Luz', '19950204', 'Niue', 0, 79, 1.87, 64, 0, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (564, 'Evelyn Fogaça', '19941021', 'Congo-Kinshasa', 0, 46, 1.97, 70, 0, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (565, 'Theo Cardoso', '19920511', 'Ilhas Turcas e Caicos', 1, 19, 1.76, 97, 0, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (566, 'Davi Lucca Santos', '19931112', 'Islândia', 4, 2, 1.89, 66, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (567, 'Elisa Monteiro', '20041205', 'Usbequistão', 4, 42, 1.85, 86, 1, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (568, 'Pedro Lucas Castro', '20000901', 'Albânia', 0, 14, 1.68, 92, 0, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (569, 'Davi Cardoso', '19901017', 'Costa do Marfim', 2, 14, 1.77, 83, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (570, 'Sofia Costa', '20030607', 'Tunísia', 4, 40, 1.88, 97, 2, 19);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (571, 'Lorenzo Alves', '20041019', 'Nauru', 0, 29, 1.92, 73, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (572, 'Srta. Isabelly Cardoso', '20060317', 'Israel', 4, 97, 1.98, 68, 1, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (573, 'Agatha Alves', '19910625', 'Etiópia', 4, 61, 1.75, 83, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (574, 'Nathan Teixeira', '19941204', 'Emirados Árabes Unidos', 4, 45, 1.92, 100, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (575, 'Srta. Isabella Araújo', '19940102', 'Montenegro', 3, 74, 1.85, 95, 2, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (576, 'Vitor Hugo Alves', '19970303', 'Iran', 1, 65, 1.92, 60, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (577, 'Danilo Cardoso', '20031111', 'Svalbard e Jan Mayen', 4, 4, 1.67, 95, 2, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (578, 'Maitê Rodrigues', '19950402', 'Antilhas Holandesas', 1, 63, 1.77, 82, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (579, 'João Gabriel Rocha', '20050718', 'Japão', 0, 80, 1.92, 73, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (580, 'Ana Sophia Almeida', '19970107', 'Eslovênia', 3, 15, 1.68, 94, 2, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (581, 'João Guilherme Vieira', '19981006', 'Namíbia', 0, 61, 1.81, 88, 1, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (582, 'Caio da Cruz', '20010223', 'Botsuana', 3, 10, 1.8, 77, 2, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (583, 'Fernanda Castro', '19920214', 'Argélia', 1, 11, 1.69, 92, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (584, 'Davi Lucca Duarte', '19990612', 'Austrália', 2, 74, 1.99, 71, 1, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (585, 'Otávio Viana', '19910727', 'Somália', 2, 76, 1.75, 70, 2, 20);
